"","x"
"264",194998.524341791
"265",232737.077912134
"266",185813.470435478
"267",151083.37619065
"268",182776.701223911
"269",172340.212661523
"270",158260.802592174
"271",113742.494216571
"272",126835.868226589
"273",108261.323801342
"274",128083.941714698
"275",128201.063823402
"276",106255.67916797
"277",274369.381333174
"278",268031.559152107
"279",214554.860974325
"280",206387.868014129
"281",182054.098420958
"282",173518.010500078
"283",172619.01526942
"284",347176.488686414
"285",216434.137049531
"286",189753.83074182
"287",218040.358884296
"288",211998.242268187
"289",146117.347419548
"290",118000.428264949
"291",235832.983868268
"292",114541.665426705
"293",149233.559569206
"294",192753.454870111
"295",170247.558545763
"296",129879.961675543
"297",120295.095736333
"298",150090.867851152
"299",169658.935820704
"300",163824.682093751
"301",143365.132701073
"302",185731.966091901
"303",192547.524394936
"304",117397.560127899
"305",154932.764250124
"306",190384.026981466
"307",220053.192449812
"308",145959.652316439
"309",173234.737390303
"310",150716.385278291
"311",121709.053327744
"312",138054.20329199
"313",128637.07568093
"314",135573.618519048
"315",142408.196585461
"316",131177.020690167
"317",101194.661113808
"318",133064.376863134
"319",124428.749936119
"320",168711.321043143
"321",131689.36445406
"322",78246.5596534183
"323",134388.79048404
"324",108381.021921362
"325",124385.833814436
"326",140375.661507101
"327",159164.176028619
"328",56844.7707742788
"329",99012.2114662912
"330",79099.3221261401
"331",165602.773588038
"332",165148.876122449
"333",129579.805055101
"334",139165.997909521
"335",129581.900170248
"336",126530.294300106
"337",110335.716795815
"338",121999.853994528
"339",109041.332747548
"340",137699.571235514
"341",123661.330547936
"342",132580.995628841
"343",146260.255177456
"344",132997.901561332
"345",131822.88733088
"346",116830.035039132
"347",129754.325874967
"348",128473.193789035
"349",128641.376152894
"350",141091.088878907
"351",102677.863167615
"352",104063.526126862
"353",137141.142893608
"354",99149.4044693329
"355",48486.2547525876
"356",101547.258028074
"357",112975.088707972
"358",152097.276991532
"359",127708.70716435
"360",65865.3342362831
"361",124905.46886369
"362",145279.02249505
"363",52229.3749905562
"364",126587.943145271
"365",153759.841954502
"366",115224.363151443
"367",100130.683938881
"368",136914.328613669
"369",121085.996134654
"370",135637.893186109
"371",144028.283696674
"372",86290.2614346705
"373",138188.340994314
"374",112455.348558428
"375",117412.078242655
"376",109342.497573831
"377",82133.6760378352
"378",134450.93270749
"379",86987.9987442805
"380",161540.89114888
"381",145708.416871448
"382",96897.8678551772
"383",123335.24573896
"384",144650.507221336
"385",151597.495485065
"386",146068.300046899
"387",187448.040845141
"388",48415.3134427608
"389",110773.390577016
"390",117470.097649802
"391",149534.127261644
"392",128130.566511737
"393",126731.654408316
"394",168259.792721506
"395",153201.519054934
"396",221373.879841318
"397",139291.327221561
"398",135924.579902623
"399",121839.728255353
"400",149723.87641318
"401",121000.687306355
"402",338031.688839943
"403",312825.335518589
"404",312943.559708754
"405",353670.983113154
"406",331642.621052391
"407",216876.002479919
"408",272375.268216691
"409",198860.149793843
"410",217159.818155469
"411",255434.458918729
"412",171185.037582786
"413",240561.112462126
"414",157805.863930635
"415",192891.873133476
"416",199038.906814066
"417",206318.122911028
"418",211762.091136224
"419",130227.017842542
"420",128442.402333179
"421",234194.793465159
"422",239942.500547387
"423",184019.063474001
"424",210657.097908915
"425",230035.626148403
"426",287551.738334872
"427",207604.488904822
"428",255809.136412664
"429",170997.353600784
"430",114637.060490216
"431",134956.009863462
"432",96309.6307539454
"433",129801.568744731
"434",120151.661535315
"435",138131.489833118
"436",124836.787333047
"437",104631.262677709
"438",109749.565352328
"439",162187.874457689
"440",149886.387468966
"441",177738.856830448
"442",163207.99213323
"443",213365.03242116
"444",153380.967748286
"445",200758.990802167
"446",132150.123126776
"447",202491.024406399
"448",106213.672989904
"449",126354.605728294
"450",117064.728239509
"451",240487.609003506
"452",373637.263086489
"453",144685.807044782
"454",68799.3057176778
"455",309363.820352904
"456",47628.0580990298
"457",236792.707432488
"458",135201.072690084
"459",183395.717460046
"460",157222.514894311
"461",371947.682568219
"462",319359.108058292
"463",239220.539170156
"464",238464.106375672
"465",190758.290911813
"466",365304.193435473
"467",130835.23506068
"468",153086.039075236
"469",119773.202326097
"470",132350.512715264
"471",138749.192045636
"472",143380.731492885
"473",194804.977736555
"474",174602.881324821
"475",168986.360776154
"476",197400.237333988
"477",181476.735456131
"478",173687.417372809
"479",249914.657685879
"480",193758.492462288
"481",168351.349242747
"482",181570.457275041
"483",219532.872359963
"484",420639.584122522
"485",429465.810488967
"486",121985.408162591
"487",334275.878913754
"488",182482.191545223
"489",250292.892079744
"490",189692.125849255
"491",234076.312732156
"492",207670.060635138
"493",159350.258084513
"494",182454.612100255
"495",141529.511561733
"496",289215.968998108
"497",149363.797410685
"498",275777.477909352
"499",138219.175474739
"500",111943.035429327
"501",125946.501483247
"502",97196.933025296
"503",102078.524396421
"504",107822.154250771
"505",146782.100233774
"506",141536.299559423
"507",293543.918385676
"508",406212.710445992
"509",400197.466359392
"510",414671.939057044
"511",487994.15725279
"512",372646.60262256
"513",270291.240683072
"514",342051.305376497
"515",555455.816656311
"516",273088.634492453
"517",346940.295710022
"518",351505.611090744
"519",331027.451743954
"520",208276.209544611
"521",350705.515402069
"522",217888.53050327
"523",203879.853856359
"524",166270.431808865
"525",227462.062373242
"526",218205.319932724
"527",184669.778266679
"528",171259.082642475
"529",192272.949016166
"530",206803.868624284
"531",229319.194408693
"532",215847.217447683
"533",166971.537936977
"534",219577.715194244
"535",180380.344810359
"536",247745.279299713
"537",339487.41200294
"538",304560.843723984
"539",293087.282939321
"540",331328.85406301
"541",284360.04846541
"542",240091.856854772
"543",260780.20550971
"544",277520.288714472
"545",232097.459534958
"546",239281.325306191
"547",255995.29396911
"548",214465.592647843
"549",209185.335006535
"550",188814.319620443
"551",147465.385237563
"552",167126.194718072
"553",176000.351159942
"554",184688.698140749
"555",206676.557625864
"556",191072.118169119
"557",198133.098558797
"558",119303.643966277
"559",128442.320950581
"560",104926.369116773
"561",99696.3888971965
"562",188516.558643408
"563",151116.186631983
"564",297488.050593623
"565",361670.654377715
"566",178950.225994544
"567",162861.874604965
"568",147484.694431322
"569",163194.312254535
"570",287001.481580759
"571",252031.090853966
"572",272651.226162922
"573",266070.548266528
"574",173031.046662447
"575",234478.625402709
"576",203607.058849715
"577",214141.968428351
"578",355246.829270846
"579",234363.412614071
"580",270525.887105446
"581",343530.091800318
"582",217501.385419848
"583",180332.893283322
"584",179809.481346836
"585",209114.85877759
"586",150148.221522693
"587",143296.884566414
"588",144353.758658044
"589",140081.146165272
"590",180621.240096151
"591",107066.697471838
"592",126859.838385708
"593",149491.66936188
"594",83132.4252776689
"595",160571.991281301
"596",147629.15029776
"597",115725.370880413
"598",208391.467296969
"599",137629.77204078
"600",185432.8431622
"601",174187.218958501
"602",126464.190177358
"603",125101.995459589
"604",144157.30168902
"605",112262.205307964
"606",171140.587730239
"607",110786.427494459
"608",142932.782220428
"609",84952.9119602446
"610",114688.095547997
"611",88943.0364628009
"612",134587.951640511
"613",134350.412947239
"614",176360.610730935
"615",145658.503533646
"616",116541.970320595
"617",158196.823897436
"618",129587.912128278
"619",135753.667430506
"620",118849.51983989
"621",124088.838153712
"622",122337.046610434
"623",151685.764617525
"624",111829.682742724
"625",115333.510392097
"626",122936.914533834
"627",121397.501112686
"628",93683.222990243
"629",76241.0330942436
"630",116776.138298757
"631",106893.784483269
"632",113230.818055316
"633",120199.191865048
"634",107867.001382974
"635",143200.066052115
"636",87200.0069688224
"637",100031.877457898
"638",144663.110295341
"639",44394.5021393824
"640",93789.9149399787
"641",102063.805512268
"642",125712.850045147
"643",115417.971917343
"644",133679.265147206
"645",131253.303011406
"646",72549.7920241196
"647",178986.112238328
"648",121772.744567464
"649",114882.001702923
"650",126355.191134459
"651",142417.314677856
"652",148104.108180581
"653",125720.513961759
"654",115643.906240634
"655",167745.102220823
"656",112581.808562333
"657",151023.680739912
"658",124362.273316315
"659",112903.499139467
"660",111972.461910417
"661",90741.614069136
"662",122010.431134007
"663",85087.9777815921
"664",159941.769015449
"665",127219.902610351
"666",145868.934040663
"667",160464.586596658
"668",123938.875548729
"669",84143.7037475959
"670",132498.418984874
"671",133209.005001752
"672",105218.481471471
"673",118120.85345902
"674",121886.739059682
"675",98123.0806387777
"676",70534.12676087
"677",101807.341614454
"678",140308.244417179
"679",140657.465099925
"680",134758.441881657
"681",169624.599130968
"682",124296.34427882
"683",151841.925904098
"684",118282.490792119
"685",138172.378340507
"686",173674.834105595
"687",130372.209471079
"688",131012.321231651
"689",137707.982392123
"690",247850.700219144
"691",112310.081393747
"692",150305.580166157
"693",176885.57113895
"694",103975.948516394
"695",140786.463755121
"696",248007.860088185
"697",222507.351738119
"698",246721.672574297
"699",216470.227021027
"700",181187.103931377
"701",229609.185825954
"702",401244.766326734
"703",347167.546353872
"704",249968.945303763
"705",237573.169928867
"706",168065.177395627
"707",220833.307077477
"708",196321.433973686
"709",196613.131257512
"710",222682.203155845
"711",170493.492244522
"712",137065.466587324
"713",198808.599704542
"714",224145.812877436
"715",298422.009855678
"716",320373.380953014
"717",229640.681294668
"718",207245.414596428
"719",137119.685997056
"720",228072.889929988
"721",196588.787928061
"722",227106.569158603
"723",192130.424298395
"724",117234.834242362
"725",135772.990992338
"726",143351.630095658
"727",150348.453674533
"728",149669.180745124
"729",320488.123995024
"730",79354.0064739775
"731",85433.3590678319
"732",90547.5873310835
"733",113593.24949216
"734",97100.1088040245
"735",110136.20187612
"736",103492.641760199
"737",121041.992168811
"738",154659.444628898
"739",195705.125041882
"740",156681.540159433
"741",149576.909614632
"742",234503.482817523
"743",129432.696693812
"744",191667.627161063
"745",124998.70551661
"746",138731.620365818
"747",235387.273471099
"748",285813.264011725
"749",268327.092004213
"750",118605.484858461
"751",114445.515218119
"752",110803.517896033
"753",106858.268365733
"754",128778.645471029
"755",100922.474111949
"756",147658.651752083
"757",58424.9251010825
"758",84731.3325317357
"759",80528.3106891162
"760",72109.5842521149
"761",307945.887612344
"762",289572.622035772
"763",284988.277809534
"764",196661.46576713
"765",114155.994260787
"766",182942.287518114
"767",192696.317507664
"768",261017.265573441
"769",248064.932186058
"770",158760.015404526
"771",203650.848901172
"772",176950.283293178
"773",182583.270189034
"774",242162.304815434
"775",212742.399851665
"776",242738.878409356
"777",295976.591050211
"778",205324.10511523
"779",104635.875476865
"780",151193.175663822
"781",154527.23582018
"782",118798.604047378
"783",131575.44814556
"784",104910.636345411
"785",103231.833882393
"786",147516.181321908
"787",106361.685012946
"788",124642.174717959
"789",113328.69394106
"790",127757.856902497
"791",124865.72294081
"792",176206.049172197
"793",153953.370763464
"794",186096.136092626
"795",176702.128192003
"796",166681.35441486
"797",210529.195443489
"798",155313.275322876
"799",174439.00370037
"800",142409.344309328
"801",205599.635385105
"802",217403.800248083
"803",412307.889217163
"804",563117.787826992
"805",160794.917926806
"806",327139.490491171
"807",364221.175170528
"808",463839.636192639
"809",151079.938937765
"810",199458.114329126
"811",201224.754503269
"812",184253.012091223
"813",159116.030028697
"814",177646.87065902
"815",142886.747768657
"816",178168.826436082
"817",175373.764436268
"818",158968.642330616
"819",131171.340927989
"820",115041.896254745
"821",148799.394340613
"822",163357.162503794
"823",111535.864283868
"824",114698.356739523
"825",142646.751976171
"826",123395.630479394
"827",383610.623163387
"828",274357.855910384
"829",366631.017834944
"830",460423.635379121
"831",340179.178760781
"832",474651.407629019
"833",483089.083360627
"834",419693.13702985
"835",530276.220740516
"836",283084.67047565
"837",357289.235517828
"838",357928.390675012
"839",335232.750425098
"840",327640.538358609
"841",324132.835483447
"842",249993.392356237
"843",252856.877802003
"844",252184.19489359
"845",197271.428181427
"846",192532.214755329
"847",201017.026184308
"848",239651.008382561
"849",300887.689235643
"850",213147.15747963
"851",200059.278166727
"852",187684.956516093
"853",170485.919149956
"854",172162.268147817
"855",178093.089732308
"856",200881.266609098
"857",190947.139434547
"858",174246.650797831
"859",183758.942746949
"860",185149.48174526
"861",242218.11200311
"862",178357.909811171
"863",193826.687340654
"864",198014.709454798
"865",211088.115912319
"866",184123.731033481
"867",198252.069501717
"868",221771.729791485
"869",197395.969736552
"870",177733.244072863
"871",339547.701460675
"872",420100.948210147
"873",319733.20200838
"874",263204.936527136
"875",301744.495279178
"876",303710.14695517
"877",198342.581173993
"878",266186.096741938
"879",226421.83010225
"880",394983.371432855
"881",212793.574486601
"882",239260.129854891
"883",224983.835979528
"884",226727.673937654
"885",230897.980737536
"886",227430.591961547
"887",206276.932361272
"888",254139.343123297
"889",206759.887112617
"890",323706.254235561
"891",269240.644134648
"892",256403.916070476
"893",240134.933178506
"894",142138.261279389
"895",143709.201090621
"896",160788.553310508
"897",183109.247234768
"898",208328.578862394
"899",134817.357324124
"900",112531.580832004
"901",148507.875352931
"902",259120.537979991
"903",143712.97943027
"904",150984.739902935
"905",214198.055081652
"906",196059.359188202
"907",228919.264535714
"908",218152.140952702
"909",225606.218524745
"910",164369.240121164
"911",168715.515960499
"912",185892.580865252
"913",297665.942907775
"914",331671.282937635
"915",249420.600962114
"916",294841.295130971
"917",320911.451173623
"918",152188.215352072
"919",198710.574805225
"920",141605.023032226
"921",168822.923572965
"922",212606.163047525
"923",200984.354373948
"924",234238.684583365
"925",161419.025658181
"926",126467.094500432
"927",136916.266588075
"928",102046.322611281
"929",113987.263298401
"930",165393.760223356
"931",149075.730686943
"932",116780.692765564
"933",171441.03868894
"934",145062.124380981
"935",214180.315738522
"936",143726.581912697
"937",226842.490748586
"938",123171.332541021
"939",65262.0758957581
"940",66410.1347447538
"941",120039.950480484
"942",140627.239258398
"943",145692.159613806
"944",160064.192664931
"945",156794.446534585
"946",137221.037457077
"947",126138.33380923
"948",148229.574662216
"949",123079.11492401
"950",164331.7744899
"951",111935.372424656
"952",155063.997635085
"953",131149.718563761
"954",183410.471342409
"955",128303.002679191
"956",130096.130376411
"957",135784.395663416
"958",136924.954792047
"959",124785.089591354
"960",121653.216837143
"961",149139.557442842
"962",107630.426408022
"963",121718.107664682
"964",167915.432001054
"965",198107.744128022
"966",120127.689445711
"967",133651.41412644
"968",183749.249996471
"969",114500.510874931
"970",121299.892303867
"971",106834.128728609
"972",148449.324983981
"973",148960.332938639
"974",146566.655027513
"975",153462.78268417
"976",112652.223024414
"977",101309.160674387
"978",122735.435070131
"979",100618.186155475
"980",121420.129909611
"981",95012.2740047954
"982",91839.6836606736
"983",129123.656729627
"984",135851.875325895
"985",98745.5157541466
"986",152819.644533702
"987",184403.012564083
"988",124746.64892385
"989",115047.268431909
"990",157471.195828159
"991",118344.75530164
"992",188137.374568739
"993",97092.2269405791
"994",114359.470903869
"995",109837.110065394
"996",141452.466241866
"997",144324.631374597
"998",138600.189820035
"999",114919.527773681
"1000",148508.204556601
"1001",138444.306866067
"1002",139450.070339615
"1003",134363.8824989
"1004",169191.187275013
"1005",141467.339457274
"1006",127817.852218323
"1007",123174.438095422
"1008",94339.0199284345
"1009",86732.1424089415
"1010",201639.370692672
"1011",219367.976124022
"1012",159773.888374413
"1013",117373.78437399
"1014",91036.8362083069
"1015",209974.241647721
"1016",123346.79234689
"1017",129750.996025408
"1018",151398.796447059
"1019",105906.02757813
"1020",148985.307003429
"1021",114524.218561819
"1022",122034.97620934
"1023",104185.017785671
"1024",119128.417724204
"1025",132506.23640284
"1026",155889.620188304
"1027",157138.339893072
"1028",155684.758530653
"1029",152950.233250064
"1030",144220.614342216
"1031",93177.0814929059
"1032",201161.848752384
"1033",156144.921062757
"1034",147389.91761509
"1035",91357.7890999952
"1036",273323.979627253
"1037",157682.271873888
"1038",110822.457069502
"1039",89385.1365982447
"1040",134913.715383418
"1041",147031.939202805
"1042",142006.977858964
"1043",99227.6216269916
"1044",172394.069140494
"1045",232714.893753176
"1046",240155.441368722
"1047",276009.362155173
"1048",239847.371638551
"1049",218594.464028831
"1050",222632.794559314
"1051",172976.195460029
"1052",206160.605533457
"1053",221378.364856854
"1054",289552.942661824
"1055",156775.979374162
"1056",176254.854052902
"1057",155723.379822346
"1058",167296.997474543
"1059",236550.467266929
"1060",219805.534293715
"1061",184326.017295745
"1062",229440.426899124
"1063",120195.146098061
"1064",138272.900364798
"1065",152050.240946337
"1066",143541.57905078
"1067",118244.018006898
"1068",131818.531031429
"1069",142379.148774948
"1070",123213.918052578
"1071",253049.765736281
"1072",225730.773022306
"1073",190454.523451761
"1074",248051.414375818
"1075",289583.705813255
"1076",234036.467861385
"1077",243887.824667182
"1078",182596.622472549
"1079",182634.554579896
"1080",183119.659828165
"1081",179480.239073366
"1082",166021.905061073
"1083",120840.404847221
"1084",124877.421909524
"1085",143144.878621111
"1086",123638.239064671
"1087",124127.579498615
"1088",151323.092105488
"1089",158533.129582447
"1090",694317.550554962
"1091",144384.469060854
"1092",130581.927359403
"1093",73564.1446192443
"1094",92758.70145982
"1095",117429.941090027
"1096",100276.989270429
"1097",110192.902018929
"1098",151110.552761832
"1099",144029.518399472
"1100",149943.384183928
"1101",149000.267816675
"1102",154652.845164826
"1103",149854.252222185
"1104",201790.843866023
"1105",149944.226515036
"1106",159662.356691122
"1107",150718.88572064
"1108",204375.492383313
"1109",243469.069202668
"1110",111903.579394833
"1111",204394.184565854
"1112",149565.047112343
"1113",237038.287630873
"1114",330504.136424795
"1115",123558.743753728
"1116",113330.689914848
"1117",141285.023026826
"1118",82188.6965289452
"1119",56510.9265659369
"1120",103872.64901557
"1121",110325.4385149
"1122",115593.840166398
"1123",282139.019918014
"1124",179103.511005981
"1125",188022.928040078
"1126",218712.548921587
"1127",200407.45438115
"1128",128707.190557389
"1129",145834.045318406
"1130",194491.186126891
"1131",245381.347913717
"1132",208440.9009256
"1133",252434.137419306
"1134",192819.737289636
"1135",208045.291597165
"1136",275344.681514727
"1137",184462.595702693
"1138",300407.162948761
"1139",337154.352907084
"1140",147468.257668765
"1141",158521.325845168
"1142",83215.214150337
"1143",94001.3332929851
"1144",90265.2758687495
"1145",74710.6440184228
"1146",137511.078428699
"1147",205423.617598564
"1148",181236.424754663
"1149",170299.250815475
"1150",109749.492809004
"1151",119422.804037687
"1152",154754.580810809
"1153",133728.784012948
"1154",129183.720429569
"1155",154682.292955709
"1156",143582.563336654
"1157",178972.396203316
"1158",188296.534848935
"1159",186111.382659281
"1160",186152.946169565
"1161",167043.927792317
"1162",173589.671901475
"1163",234774.793961074
"1164",303125.782170936
"1165",287893.14991595
"1166",175759.981206781
"1167",168092.383881611
"1168",598400.112588506
"1169",578048.50005219
"1170",427252.554541915
"1171",530312.886688867
"1172",461193.121956568
"1173",324639.255865025
"1174",467841.265319982
"1175",157113.544863657
"1176",167249.261556689
"1177",180012.225887233
"1178",264921.549448299
"1179",201686.274420431
"1180",148654.868916068
"1181",104758.702773473
"1182",168454.610113387
"1183",103365.11114571
"1184",116424.251117679
"1185",114533.2949476
"1186",97508.1323023614
"1187",102156.791726876
"1188",144703.674447746
"1189",160239.057530941
"1190",132897.239042568
"1191",143254.461621569
"1192",412372.345352506
"1193",254928.873546962
"1194",258028.768864324
"1195",415634.097659389
"1196",335872.492439026
"1197",369395.249474562
"1198",315454.164271851
"1199",305964.924486991
"1200",363359.950927618
"1201",365236.252619063
"1202",376161.40152563
"1203",291645.738670604
"1204",287419.788384132
"1205",351484.504838926
"1206",296519.586911662
"1207",168758.100225895
"1208",175241.225016122
"1209",183503.798207282
"1210",270122.505825014
"1211",183116.257551752
"1212",195066.976946705
"1213",201985.23196238
"1214",197912.38162574
"1215",179771.719175213
"1216",187780.29553744
"1217",200261.723146205
"1218",248559.304342932
"1219",275652.47751435
"1220",300402.818916847
"1221",418208.232844355
"1222",322931.288753667
"1223",574737.129871311
"1224",326224.756306136
"1225",333644.913685686
"1226",237894.464475528
"1227",308168.800785221
"1228",222329.525322696
"1229",222499.01977283
"1230",456226.237839645
"1231",192618.724226246
"1232",140123.317907269
"1233",196736.328822109
"1234",141667.058930073
"1235",186013.558844825
"1236",178090.735965381
"1237",180701.471891912
"1238",198882.566995905
"1239",172590.90196291
"1240",156018.610726015
"1241",157187.934136164
"1242",115673.392849189
"1243",128391.936425201
"1244",136623.516734685
"1245",115497.052718897
"1246",109191.006439052
"1247",125687.732559471
"1248",134243.613081417
"1249",107736.488368199
"1250",125711.005356243
"1251",213250.836785022
"1252",378983.734291449
"1253",168062.671770452
"1254",150355.352064333
"1255",175549.69035202
"1256",145130.480771122
"1257",190673.764025935
"1258",218961.808720892
"1259",146516.608805937
"1260",172280.440763483
"1261",132761.102665117
"1262",167441.948772895
"1263",132813.155604836
"1264",127880.30724619
"1265",127810.083904802
"1266",142247.452775852
"1267",168409.538435523
"1268",193407.650109007
"1269",153610.404142602
"1270",157819.966138692
"1271",127251.436363069
"1272",136407.078002684
"1273",160525.684914526
"1274",143576.872190689
"1275",142030.547832626
"1276",129997.594623921
"1277",117434.973073367
"1278",134304.197829908
"1279",154002.082109321
"1280",133649.233776192
"1281",145669.918687157
"1282",154923.97909685
"1283",146902.651435054
"1284",155236.162911107
"1285",133748.658462115
"1286",136816.000855281
"1287",163502.764601305
"1288",133805.300371354
"1289",131837.259772834
"1290",126996.865501466
"1291",138199.570165232
"1292",180308.5125766
"1293",138662.911432643
"1294",195999.126468839
"1295",133660.386163957
"1296",84390.4191966934
"1297",61648.9256325796
"1298",84024.3166194071
"1299",171718.79843867
"1300",115802.306622785
"1301",138034.623755747
"1302",147042.965564927
"1303",185764.297364245
"1304",155107.532579772
"1305",302712.616909976
"1306",118232.917050899
"1307",91333.5229556494
"1308",128028.181867732
"1309",136644.038367343
"1310",135334.47405634
"1311",106890.208409419
"1312",113828.76392378
"1313",168606.556458286
"1314",142433.592277386
"1315",114461.509277719
"1316",141145.869920214
"1317",150905.504792032
"1318",101523.57616039
"1319",124923.481945672
"1320",94221.4900329661
"1321",96703.3507577887
"1322",101333.273638014
"1323",99587.0402874335
"1324",124111.736207696
"1325",137618.872972358
"1326",63185.4048139178
"1327",125621.995338776
"1328",74058.3628060406
"1329",154119.732151335
"1330",93108.8059808267
"1331",113168.592177243
"1332",63486.7213017745
"1333",141048.582048176
"1334",103337.221006974
"1335",118719.94490042
"1336",96070.2085280309
"1337",190670.388350063
"1338",104627.361764026
"1339",110229.404244893
"1340",69162.396366204
"1341",112447.857118269
"1342",129111.389526206
"1343",148960.162955963
"1344",134547.947530436
"1345",103956.212919328
"1346",80641.1730935574
"1347",166379.749020006
"1348",147047.885355573
"1349",125880.726189533
"1350",127961.416061727
"1351",162343.681122854
"1352",164483.924986673
"1353",148540.74198825
"1354",152397.303132739
