"","x"
"424",212155.486685119
"425",230899.266626135
"426",289360.087201894
"427",207864.070619763
"428",261498.451472224
"429",167861.482550507
"430",115113.131165305
"431",132700.237372732
"432",98532.6158974285
"433",131665.402655549
"434",121452.297595193
"435",137053.53124491
"436",122924.466704392
"437",106326.866366601
"438",112362.455494057
"439",159853.527593491
"440",149562.484441791
"441",178633.837565646
"442",167772.657040149
"443",213308.562454395
"444",153256.09934786
"445",194780.604676018
"446",134688.596706356
"447",197565.091261357
"448",108135.348140407
"449",125689.031939862
"450",117855.651327148
"451",236860.531980454
"452",372899.681753117
"453",145942.186384704
"454",70862.1228030965
"455",311105.55863536
"456",47409.9725784869
"457",239647.923623576
"458",137369.843118752
"459",183888.045843547
"460",154400.6211101
"461",379058.562911031
"462",316654.244171724
"463",232994.211334399
"464",240123.282935007
"465",191253.85308086
"466",373415.571066972
"467",131091.225514564
"468",151919.234690279
"469",122553.643212323
"470",130756.15601074
"471",139151.44661403
"472",138030.113999821
"473",193810.609486611
"474",177152.318025297
"475",166875.790167679
"476",198235.316648641
"477",178313.978411246
"478",172576.651519445
"479",247349.238968297
"480",194007.284208423
"481",170573.208810172
"482",180764.781106963
"483",215001.379337276
"484",408639.476764171
"485",428667.604587087
"486",128362.260773697
"487",330617.118458285
"488",186373.066867484
"489",249384.969235286
"490",189263.153493516
"491",243211.330781916
"492",210445.401179157
"493",165189.518369943
"494",179396.230198442
"495",138937.353249215
"496",303102.942751332
"497",151610.120173845
"498",281531.250018034
"499",139878.272870684
"500",111035.216021571
"501",125446.028160019
"502",94696.3513700123
"503",102530.161643995
"504",107841.815694463
"505",145690.309974834
"506",141790.504625147
"507",289804.773910672
"508",417209.795080471
"509",398409.293874673
"510",423341.603001464
"511",481172.751310822
"512",374779.477998766
"513",265441.832058605
"514",341926.496664927
"515",551072.249492374
"516",274081.246133671
"517",355193.690647178
"518",354928.649602802
"519",325514.971309571
"520",207438.994597648
"521",351197.506633939
"522",219248.894042699
"523",203317.255598722
"524",167640.807295186
"525",228892.135533536
"526",217973.67467758
"527",184539.644468309
"528",172602.682118977
"529",192225.303464592
"530",207568.419943221
"531",230627.684068747
"532",217179.395864619
"533",164737.051664919
"534",227407.932701318
"535",181520.912588986
"536",248932.490698769
"537",323217.462131764
"538",302400.178489428
"539",283395.520830345
"540",328307.33736194
"541",276352.682316699
"542",242750.900270902
"543",251823.374867779
"544",276988.3401589
"545",230885.380745693
"546",236434.736259004
"547",254112.010209976
"548",214319.141820943
"549",207692.041259039
"550",189149.40768353
"551",145267.37063203
"552",168110.795152549
"553",174136.474126795
"554",182297.883331114
"555",204022.841960344
"556",189680.809195877
"557",194877.582927859
"558",118339.45328073
"559",128717.558318983
"560",106705.710339107
"561",100772.520119167
"562",187291.136301497
"563",148253.540650789
"564",289101.3120782
"565",357603.708573274
"566",180698.490917969
"567",161011.186817389
"568",148152.325742529
"569",163660.061818068
"570",287879.951131388
"571",252158.705491061
"572",270969.328422114
"573",266703.844239808
"574",170040.15323847
"575",237245.789746715
"576",202122.235454246
"577",213915.358814868
"578",344958.283181265
"579",233356.664724077
"580",271635.947743277
"581",339561.105101628
"582",217345.633681697
"583",181953.757940311
"584",176898.476942375
"585",210924.395935677
"586",151370.560042961
"587",140791.159371418
"588",143473.706262603
"589",141169.436791371
"590",177376.881137097
"591",107685.428591265
"592",127437.821678468
"593",149093.954826723
"594",82505.8863791888
"595",159661.612682686
"596",142437.924408926
"597",114465.951463285
"598",210328.036658542
"599",139042.737191848
"600",185183.735640816
"601",176726.501568994
"602",127377.737095866
"603",123380.209905865
"604",145220.667319238
"605",114308.515025075
"606",164912.505971364
"607",106460.236593447
"608",144281.171833918
"609",85207.5592893077
"610",113449.973143683
"611",90727.1072590845
"612",130667.352061596
"613",134287.90710189
"614",177509.092178959
"615",146097.604227802
"616",116592.946143033
"617",159104.974308533
"618",132059.726577071
"619",133442.768501941
"620",120912.224540541
"621",124891.522775673
"622",122619.427396031
"623",150534.38267135
"624",113784.337706165
"625",117310.864463342
"626",115701.967588031
"627",121107.474054649
"628",93621.9030023081
"629",78755.5082220734
"630",116878.01495075
"631",106461.732463546
"632",112840.612499217
"633",119033.638178965
"634",108400.88297901
"635",142607.989703896
"636",85997.4611850243
"637",101109.522703792
"638",143696.635570584
"639",44395.1620428507
"640",88319.4001199396
"641",101400.197560388
"642",123936.245811192
"643",113775.873911044
"644",134886.069607071
"645",130827.687534899
"646",70636.3049722069
"647",188455.439900524
"648",120589.638983296
"649",114670.279786848
"650",127651.164341468
"651",140209.035358268
"652",147172.347060701
"653",124755.114350111
"654",113705.116473469
"655",169421.293000858
"656",115476.59412614
"657",153115.688834081
"658",121725.638247447
"659",114572.115742233
"660",110454.228749148
"661",91819.805307433
"662",119784.530618002
"663",87004.9644426492
"664",161350.796763374
"665",125545.249151008
"666",143960.928303627
"667",155240.771657811
"668",123910.677608913
"669",85007.1475212324
"670",132781.929402394
"671",129660.634851339
"672",105642.902454806
"673",120483.172226403
"674",120819.48685323
"675",97590.5743431431
"676",69173.9628619239
"677",101978.501757581
"678",136769.892355032
"679",140700.108736252
"680",137137.828076849
"681",163829.00254072
"682",123680.726096789
"683",144892.490849069
"684",124613.435215813
"685",137785.064817805
"686",170982.161100528
"687",125714.117038852
"688",130131.268776605
"689",137394.209237781
"690",241728.659217023
"691",113604.225217165
"692",153924.100135688
"693",177724.358231994
"694",104991.815864389
"695",138108.063946151
"696",254408.676154336
"697",229367.938829196
"698",241610.882305411
"699",212660.682664895
"700",177936.92810773
"701",228641.782407526
"702",411306.251573814
"703",342650.886990252
"704",245217.275601357
"705",228947.50578311
"706",166372.176167287
"707",223509.115003047
"708",194948.284624872
"709",196240.942704865
"710",222423.919266036
"711",165241.393429149
"712",135239.468595242
"713",189893.365700292
"714",227788.788729809
"715",297968.940654908
"716",323436.505836412
"717",236277.710491898
"718",205020.768345919
"719",136915.679273401
"720",229873.694154735
"721",195799.368109493
"722",224363.988247644
"723",191059.555125461
"724",118562.339507819
"725",129449.485079037
"726",146795.598527455
"727",153287.377411886
"728",147587.154550891
"729",278515.533416161
"730",81139.9801229996
"731",85363.533855343
"732",91288.1192046474
"733",113094.660988616
"734",97632.0839509649
"735",110812.648027062
"736",101104.463156007
"737",120804.606372105
"738",156969.497042271
"739",190808.332146766
"740",155560.097044833
"741",151117.890344919
"742",231249.746691962
"743",130719.976227201
"744",192203.718956088
"745",123922.28117206
"746",139152.043240015
"747",226655.415817691
"748",287503.165541749
"749",274330.358084389
"750",118013.403818003
"751",119443.806237877
"752",111592.934629202
"753",106586.658157015
"754",125050.603486089
"755",101505.928581864
"756",149716.393145297
"757",57691.4560786196
"758",81712.7640342906
"759",78098.5595206153
"760",72164.8476481121
"761",309344.303305997
"762",290274.409423709
"763",270343.844575703
"764",197477.521943157
"765",115634.845270063
"766",189086.121802476
"767",192514.09959335
"768",260579.344107917
"769",248660.600490126
"770",155317.709932947
"771",203678.47859579
"772",177732.221566912
"773",188769.154197969
"774",241549.93505822
"775",212753.38403994
"776",247495.76572007
"777",304099.341622414
"778",203263.03774402
"779",105266.38511129
"780",152835.456114937
"781",154908.644115357
"782",119377.665201001
"783",126011.640090224
"784",101853.185558895
"785",100898.18978933
"786",145480.053844754
"787",105220.687791401
"788",125943.624922851
"789",115464.744008166
"790",128872.849788678
"791",122419.942837906
"792",178882.891561438
"793",153346.076662801
"794",180219.454557548
"795",177472.74351257
"796",165437.324261096
"797",210745.22220627
"798",156239.436962843
"799",176134.656104382
"800",142536.752301723
"801",200455.61501362
"802",217151.624001647
"803",405002.116020366
"804",557917.501214479
"805",160709.698632144
"806",323093.020868615
"807",376361.967841975
"808",442807.909034037
"809",148623.52233467
"810",194292.349574563
"811",204593.054025749
"812",181945.862792076
"813",159789.810342265
"814",178244.530245507
"815",148605.46201128
"816",180434.024884974
"817",179604.372654724
"818",154598.400317655
"819",130041.08925234
"820",114514.138984589
"821",149777.744102504
"822",166682.370820971
"823",109963.448424666
"824",114795.533234658
"825",143761.602234109
"826",124115.962182813
"827",379940.025236012
"828",269812.586754634
"829",372012.935099742
"830",469789.728573351
"831",341465.532343894
"832",461584.818893436
"833",490616.721135733
"834",425005.776920092
"835",516919.744411767
"836",283928.202446524
"837",352166.837471162
"838",349034.766459184
"839",346426.989741886
"840",334264.127268405
"841",314939.850741933
"842",250240.408152305
"843",245772.090899471
"844",250309.985847014
"845",197178.002498012
"846",193653.927638662
"847",201262.441906924
"848",237165.36917115
"849",297888.581578092
"850",212677.553423835
"851",201627.161339946
"852",182046.447372843
"853",170056.403888356
"854",170401.219647249
"855",177921.265698952
"856",202481.772938844
"857",192322.603337461
"858",173933.921654113
"859",182607.974177271
"860",187573.72135014
"861",241185.161891765
"862",178728.234465588
"863",192157.182714186
"864",191209.710310977
"865",212188.799332892
"866",180255.61957225
"867",201237.737552561
"868",223525.683334568
"869",198218.346515778
"870",182392.193637078
"871",333476.163400663
"872",413721.39595503
"873",322659.495437215
"874",258951.575404145
"875",289821.524120587
"876",308938.810815031
"877",199861.224960501
"878",268396.730464419
"879",224165.679739178
"880",389788.112047445
"881",210002.436895213
"882",237480.959752522
"883",225073.150358882
"884",230490.897226727
"885",230907.122251454
"886",226005.474571956
"887",207725.995741099
"888",251746.103068696
"889",200968.863270126
"890",320609.344827505
"891",268787.756987487
"892",254339.267623878
"893",249006.736338986
"894",143504.308259346
"895",144559.892057759
"896",160250.783038379
"897",184242.452733706
"898",204631.520198726
"899",135178.799864846
"900",111286.440241135
"901",149052.187516387
"902",269326.154156685
"903",143488.102944742
"904",154227.619881579
"905",217191.24379853
"906",195066.076683478
"907",227297.178416943
"908",221316.631106106
"909",228894.935348494
"910",164865.795586308
"911",169914.842052261
"912",184920.955015155
"913",297153.455435749
"914",331558.071980098
"915",245429.243450816
"916",298681.293277865
"917",329008.094220766
"918",151309.219386741
"919",201761.71416244
"920",141083.523841052
"921",169404.061408389
"922",206896.372096336
"923",201134.921121173
"924",239659.673756587
"925",163550.894875655
"926",130429.155020783
"927",137291.384887852
"928",101106.700227955
"929",114788.781605774
"930",159937.322247911
"931",149696.558639514
"932",118180.577092096
"933",172215.994145774
"934",146348.406133522
"935",217747.906187886
"936",141670.846401266
"937",232073.652858133
"938",124849.281801936
"939",64756.8749593675
"940",64562.7991173692
"941",121920.390633279
"942",138755.546055821
"943",146420.01016861
"944",155108.538911429
"945",157860.309815184
"946",139809.78244336
"947",128208.81537768
"948",147856.015053338
"949",124520.008617923
"950",164509.966653121
"951",112421.62659584
"952",155982.048574289
"953",129914.538130747
"954",178602.974073667
"955",129382.185792159
"956",130628.421177735
"957",134769.846937322
"958",135458.970174061
"959",123810.448514319
"960",121405.34493333
"961",147378.938113229
"962",106985.595299536
"963",122800.941246521
"964",157062.324462391
"965",204585.255728791
"966",125446.133538312
"967",134903.495478991
"968",184730.050168863
"969",114660.984721566
"970",124409.565025352
"971",105356.160119013
"972",148121.023745804
"973",149221.525703929
"974",147712.840720174
"975",159360.372389224
"976",114336.327505968
"977",100481.883254966
"978",122325.875956744
"979",102089.94126598
"980",120578.251962588
"981",95644.110489291
"982",93386.6954139965
"983",127619.981595343
"984",131415.800571742
"985",95798.4659905597
"986",153126.243553176
"987",184296.244348972
"988",124162.882057312
"989",112839.426722538
"990",155058.244444519
"991",118696.338874075
"992",193637.088635464
"993",97555.5597417089
"994",113033.386941399
"995",108719.352879811
"996",142809.017202742
"997",142844.22735292
"998",136856.391059744
"999",117705.28933821
"1000",144620.460755102
"1001",133581.933553131
"1002",139190.080125301
"1003",129540.519043691
"1004",176680.983288665
"1005",143461.254925589
"1006",125779.098119548
"1007",120917.30280042
"1008",93456.7746637349
"1009",87507.2816342591
"1010",192789.734313716
"1011",220233.280129201
"1012",163793.781908063
"1013",122635.710950946
"1014",89805.8753675545
"1015",216618.052424694
"1016",121913.5450558
"1017",128886.264495272
"1018",150532.098652542
"1019",106267.24742252
"1020",145321.150476175
"1021",111614.572553209
"1022",122269.306858962
"1023",105558.039995113
"1024",115781.14719037
"1025",133419.542358899
"1026",157228.336531488
"1027",149528.807808897
"1028",153321.051630712
"1029",150548.776720241
"1030",138906.504679306
"1031",92886.6169058199
"1032",187843.064731871
"1033",147381.54681539
"1034",143799.958246379
"1035",88074.4032822584
"1036",248507.659268019
"1037",161875.498114735
"1038",112157.212272478
"1039",90764.6962371382
"1040",135904.136013052
"1041",145785.843380423
"1042",142935.494793874
"1043",98408.7408893461
"1044",175887.394197147
"1045",228527.936440093
"1046",239298.640373824
"1047",274514.199544367
"1048",239099.266263523
"1049",215615.343935089
"1050",218720.055774095
"1051",173970.460696243
"1052",206377.780067183
"1053",217684.271061438
"1054",269786.930978441
"1055",154069.068923354
"1056",171429.535337438
"1057",154618.834603932
"1058",166078.836833477
"1059",235324.718796927
"1060",219331.663161073
"1061",185389.693322922
"1062",229528.826524365
"1063",121108.981102014
"1064",137869.988016701
"1065",153666.091802481
"1066",142303.575185457
"1067",117114.308640846
"1068",132739.177269701
"1069",139085.290357181
"1070",120520.721546258
"1071",260867.656764572
"1072",227511.750467109
"1073",193567.97857583
"1074",246569.958487686
"1075",296580.497644111
"1076",229963.724293891
"1077",242596.483135112
"1078",182337.955108342
"1079",181657.273982331
"1080",184640.091717633
"1081",177722.36307241
"1082",165741.769067212
"1083",123733.115699561
"1084",121101.996432689
"1085",143883.328684117
"1086",126267.610845557
"1087",126083.226311045
"1088",154274.050685149
"1089",156540.567188249
"1090",852701.30349263
"1091",141203.794285322
"1092",129304.559523526
"1093",74160.896086941
"1094",91926.4109192481
"1095",119477.608845992
"1096",101834.779567128
"1097",111915.402848739
"1098",155730.063846753
"1099",143608.019986593
"1100",148604.852686212
"1101",146000.74166785
"1102",153007.316430222
"1103",151630.967502782
"1104",205108.47607225
"1105",148282.140168066
"1106",156880.49183535
"1107",149019.888163319
"1108",199028.307992738
"1109",239483.567345364
"1110",111057.571619293
"1111",200026.08154761
"1112",150535.325799188
"1113",232728.453669213
"1114",291475.266269899
"1115",123235.948418826
"1116",115173.141811765
"1117",141028.417997283
"1118",83591.0981279346
"1119",55012.0198113906
"1120",104436.19146025
"1121",111408.963067684
"1122",115690.553600508
"1123",286127.299676199
"1124",176067.822929053
"1125",186645.374129961
"1126",224537.282553005
"1127",201509.762620378
"1128",129315.766560686
"1129",146050.898659659
"1130",195510.298723113
"1131",226383.308580922
"1132",208311.964477419
"1133",249586.908982689
"1134",193554.186434444
"1135",203268.681821627
"1136",280175.022341682
"1137",183381.064556961
"1138",297640.369736869
"1139",325142.954326408
"1140",142857.255926329
"1141",152949.757591574
"1142",82012.5642553101
"1143",90904.5526995394
"1144",88712.466605692
"1145",74836.7485130935
"1146",137294.754385635
"1147",224215.814133286
"1148",186126.870563536
"1149",166511.489573881
"1150",110288.683463198
"1151",117263.550739584
"1152",153499.67670831
"1153",134336.188258264
"1154",126656.635052188
"1155",153706.601409311
"1156",144466.845237601
"1157",180869.848327587
"1158",194077.873567983
"1159",188682.27305979
"1160",190112.64862218
"1161",168164.893049017
"1162",176912.965707566
"1163",239366.062465416
"1164",304144.477391214
"1165",290471.978399935
"1166",176265.558221649
"1167",166780.306343271
"1168",607532.471005764
"1169",585454.613161416
"1170",425007.92709382
"1171",531443.804503438
"1172",459125.808456052
"1173",324078.427034576
"1174",468153.027734095
"1175",155922.228569368
"1176",170656.464754241
"1177",182333.052967499
"1178",273751.071722721
"1179",194000.266252572
"1180",152235.438460537
"1181",101106.325778345
"1182",171853.067245741
"1183",103923.888439741
"1184",116880.124069121
"1185",113691.068621559
"1186",96850.0783726856
"1187",102616.619057387
"1188",149249.699205774
"1189",159853.113891412
"1190",134070.434885934
"1191",142181.674815735
"1192",422151.367389886
"1193",252635.040632466
"1194",253096.900596268
"1195",419951.609981261
"1196",331379.018277559
"1197",370525.389468122
"1198",316891.891847664
"1199",308395.607545939
"1200",359615.739809653
"1201",362927.681067543
"1202",373192.813269877
"1203",287962.909204831
"1204",280320.259784015
"1205",347380.656408828
"1206",290715.212011406
"1207",169688.816473045
"1208",175937.497186693
"1209",184056.010267747
"1210",276079.744043336
"1211",182333.070370685
"1212",192582.578627268
"1213",202693.702337261
"1214",198037.290733099
"1215",179889.338389612
"1216",187940.374065332
"1217",203687.330413452
"1218",252489.175503577
"1219",268159.45234251
"1220",293887.815700431
"1221",422636.126022656
"1222",324747.298384799
"1223",572274.824078771
"1224",322469.468258359
"1225",324947.2159613
"1226",238782.169856802
"1227",315994.544032866
"1228",221062.606599594
"1229",221152.06455617
"1230",465281.636775481
"1231",194429.619361077
"1232",140037.824341428
"1233",196282.780387719
"1234",142645.571245342
"1235",185550.503677481
"1236",176286.050316163
"1237",181287.227958423
"1238",199360.582007912
"1239",174875.874837742
"1240",155949.131684365
"1241",152326.558354877
"1242",113880.098879249
"1243",126737.97814632
"1244",134221.33794065
"1245",116132.765796213
"1246",111667.792316825
"1247",123309.19006357
"1248",135718.284261432
"1249",107717.881136568
"1250",125524.377028405
"1251",227116.125689939
"1252",378480.778875363
"1253",171452.567441867
"1254",149542.003561875
"1255",174896.152118939
"1256",145113.312472503
"1257",188998.255497007
"1258",219481.600825635
"1259",147261.827402424
"1260",174581.084936187
"1261",133060.204764328
"1262",164083.295614163
"1263",132519.505665805
"1264",127068.609613369
"1265",127516.410538433
"1266",145134.566665017
"1267",170773.064788659
"1268",180153.126400566
"1269",149697.134495193
"1270",158156.866733316
"1271",129085.085940358
"1272",136051.028963398
"1273",160767.459619114
"1274",141994.529034085
"1275",142369.959695799
"1276",130119.417549739
"1277",118396.468721462
"1278",134462.993509495
"1279",154986.871161703
"1280",135791.596429639
"1281",145521.755351489
"1282",150035.19189221
"1283",148362.814090282
"1284",157781.764464946
"1285",134991.869972039
"1286",137430.615800855
"1287",154166.336690799
"1288",128110.0801878
"1289",131554.244515249
"1290",123459.625772203
"1291",139279.097637343
"1292",173075.256331116
"1293",134621.954391851
"1294",220500.698290122
"1295",133942.225684364
"1296",86220.6954622623
"1297",63239.0853541999
"1298",84471.3370298981
"1299",169733.268269905
"1300",116368.867948848
"1301",139721.617523734
"1302",147936.43730811
"1303",185333.929766285
"1304",151471.979850746
"1305",293722.552942598
"1306",119803.063601521
"1307",91792.5192079593
"1308",129005.197733437
"1309",138460.953674777
"1310",135394.684332352
"1311",107360.759263845
"1312",114054.069948232
"1313",168442.182791588
"1314",141557.943940223
"1315",111539.160276656
"1316",138331.699760205
"1317",147922.874388401
"1318",100959.964519276
"1319",124708.998299698
"1320",96983.3580890102
"1321",97910.397629258
"1322",101409.396798501
"1323",100559.51627124
"1324",125521.148962554
"1325",136937.240052525
"1326",64747.7102950295
"1327",124266.763131671
"1328",74952.3863798659
"1329",157469.258100141
"1330",93292.4757313157
"1331",113923.519405762
"1332",64144.5963562722
"1333",142679.744186398
"1334",101522.174791035
"1335",119236.90622535
"1336",96723.2681724876
"1337",199736.202390947
"1338",102945.893559748
"1339",110043.13898996
"1340",69312.7416714212
"1341",112846.506569322
"1342",127741.903370525
"1343",151344.05476397
"1344",132016.100696267
"1345",105211.479042775
"1346",83143.8859853811
"1347",166876.121839262
"1348",148090.676005771
"1349",127297.824589602
"1350",128822.289829599
"1351",152519.797707131
"1352",164263.59943444
"1353",147678.202317657
"1354",150958.517642567
"1355",89494.4632508467
