"","trp1","trp2","trp3","trp4","trp5","trp6","trp7","trp8","trp13","trp14","trp15","trp16"
"44",12.4489881152618,12.4134157185495,12.3458756202449,12.4375050500132,12.3681056874222,12.3728879926607,12.3345633387377,12.3381787264927,12.3210039138794,12.4202510554109,12.3500070769901,12.3813698748193
"45",12.3645311352354,12.371961472263,12.2959287197257,12.3802189323444,12.3400756131938,12.2974478550674,12.2936030158915,12.2721479153118,12.2936363220215,12.364131973486,12.2590974399931,12.3336406624668
"46",12.1723306223741,12.2350847264341,12.146724037224,12.1832336958008,12.1837919337807,12.0971143603719,12.0697296545939,12.1575212770733,12.0752687454224,12.183000789159,12.140917508065,12.1614117026022
"47",12.3988082536747,12.4670227567671,12.2851678137935,12.4592329670131,12.4159437451932,12.3904709447728,12.4021317856045,12.4270219144945,12.4233551025391,12.4768907592394,12.4320246384336,12.4507293782428
"48",12.2075500982727,12.1128783278027,12.0883734153855,12.1248609675334,12.1857373180172,12.1774647335613,12.1340784281195,12.1846572946059,12.1446762084961,12.1716135988395,12.2069026362971,12.152902857329
"49",11.9693557427347,11.9549874867804,11.9961620687424,12.0187721312413,12.0191362315496,11.9702090229543,11.9789850723447,11.9926902533515,12.033013343811,11.9851917195269,11.9823461428511,11.9853433561575
"50",11.889513208141,11.9006811446577,11.9194714509247,11.8543896809298,11.8879686517892,11.8548486092394,11.9142446846496,11.8684163443613,11.8674869537354,11.8792271514342,11.8378919585419,11.8700693667639
"51",11.9178135785134,11.9236409202696,11.9379828700358,11.8860311958991,11.8710174769449,11.8740265837268,11.9133859617214,11.8880074678061,11.8688983917236,11.9077192393685,11.8673792515574,11.9030839289408
"52",12.0737001757773,12.0608859602702,12.0269912599016,12.0839653023107,11.9645439366823,12.0228084047694,12.056033748614,12.0552836609637,12.1067562103271,11.9983881943351,12.0319606834475,11.9741930644137
"53",11.9742338517347,11.9222082049118,11.9075011326904,11.9170732657227,11.8991932222627,11.828293416565,11.8778696056665,11.8882021206034,11.8465538024902,11.8264576399945,11.8641656886985,11.8753357488515
"54",12.0020070572202,11.9237373178065,11.8752819363602,11.9056338580627,11.9941112493127,11.927828436341,11.9641713456843,11.9338432581678,11.9267435073853,11.9465792490174,12.0176653504578,11.9780779934027
"55",12.2161187368683,12.2009392636959,12.0852312419485,12.1468212505935,12.2858986996748,12.3406079075917,12.1955572020506,12.3393082885487,12.3643426895142,12.2717763702725,12.3125902211982,12.2451909027648
"56",11.9071977248899,11.8683796968019,11.94713053679,12.0084647244472,11.9691642765643,11.9176401116979,11.9211479046717,11.9633138304936,12.0207796096802,11.8993663397622,11.9734485820176,11.9127874841338
"57",12.0251866815323,12.0445595847292,11.9165266947135,12.0307070316746,12.1124332368202,12.0646795587693,11.9531052368218,12.1121637458438,12.0266036987305,12.0628781718415,12.0939636993024,12.0617722350592
"58",11.7302869578809,11.8065558264162,11.8237261319139,11.7742698009243,11.752748259096,11.8205909794921,11.8145940687058,11.7647176264174,11.8409271240234,11.7385417118467,11.8196810817718,11.7405554260061
"59",12.2127141587117,12.2383306392663,12.3193885522338,12.2847198544447,12.2608021294027,12.2750027981095,12.3421309997403,12.2615748677065,12.3275651931763,12.2738917171554,12.2707552121004,12.2553913721692
"60",11.7953177383933,11.8460405073099,11.8272754670717,11.7759259998129,11.7842302102601,11.7953448704033,11.848492452424,11.7765737363635,11.8218536376953,11.7788576339867,11.7546161368451,11.7938023914559
"61",11.8005422539733,11.865161731856,11.8577403294254,11.8255357416995,11.808648282072,11.7895714162589,11.8709581914783,11.8303388029212,11.7815113067627,11.7903121348122,11.8094118761283,11.8039980679244
"62",12.1032831220284,12.0702889593862,12.0038266648101,12.0385310216278,12.1140620422457,12.0520932454709,11.9956534481057,12.0379348271103,12.0305280685425,12.1051479253478,12.0162419836122,12.09458877931
"63",11.6612141518949,11.6736910375408,11.664253962401,11.6271816678984,11.6459275159243,11.6005486338885,11.674277980835,11.6765636031218,11.6153678894043,11.6315306279668,11.6435086498991,11.672343508973
"64",11.8208911028208,11.8058680424001,11.7624188018586,11.8003032196712,11.7661960287671,11.7488032598484,11.7043789427636,11.7903118005193,11.7363586425781,11.6388524022411,11.7874204839601,11.7025860502245
"65",11.7450075010528,11.7587853034388,11.7814187155359,11.7942494463666,11.7417022565896,11.7519325839805,11.764025766056,11.7554326950713,11.7705230712891,11.7018194215878,11.7459709050481,11.7299550643172
"66",11.6327861018461,11.6598511171526,11.7722589630742,11.6623780916837,11.627806150171,11.6708692123213,11.7422234083674,11.657922556971,11.6914701461792,11.5498639989694,11.6947782179057,11.6007788677129
"67",11.5903884001129,11.6438017472644,11.6898041164582,11.7091481266439,11.5650721366826,11.5720549134346,11.6284034560177,11.5823720641517,11.6071825027466,11.5283191872337,11.5860858273992,11.5610078101424
"68",11.8399757179434,11.8476071529904,11.7573744283479,11.8696391757472,11.8303024280927,11.8671625956136,11.7685172042595,11.8580464902277,11.8442354202271,11.7786494833787,11.8875391501205,11.8301994379341
"69",12.0027123205861,11.9988223549947,11.8948358918102,11.973808470233,11.9839466157142,11.9284814401163,11.8676892332295,11.8651031070303,11.8970050811768,11.9375825779157,11.8625674579993,11.9641727108232
"70",12.2028853104955,12.0112782292092,12.0431790853473,12.0980014921629,12.1915154600796,12.1067105989513,12.004334941377,12.1717692055527,12.024829864502,12.1719687436484,12.128596632159,12.1932590045722
"71",11.5886488570489,11.5867548372269,11.6671381076045,11.5135683245794,11.6120008245311,11.6021792302617,11.7958538276575,11.5473302402986,11.5169773101807,11.649952477232,11.5795435359609,11.6212501844947
"72",11.5082914430722,11.5037709465878,11.5479403464573,11.5454200488382,11.4193809015372,11.4183091020995,11.5430180425972,11.497065974002,11.4862804412842,11.3264364931685,11.5256539196405,11.3895307672394
"73",11.8785902316724,11.8016110951996,11.7699003218696,11.7733037624197,11.8707197092126,11.8326686047445,11.8332405441668,11.8773923997727,11.8950185775757,11.8385787700016,11.8717640657525,11.9050099992549
"74",11.6903829250497,11.6498256378084,11.609075840304,11.6647981051484,11.8198552406421,11.7825214370443,11.6697531907834,11.715832813713,11.6926860809326,11.6082034303057,11.7589122556636,11.6311824018037
"75",11.8535663418399,11.8373753605311,11.7995872544595,11.8727073443498,11.8935078024531,11.924013597929,11.928603282551,11.9483090115326,11.9102325439453,11.8316122775132,11.991192632672,11.8489115034767
"76",11.5804824630448,11.5899883088078,11.6233122774378,11.6886375332467,11.52372483221,11.553678029108,11.6830834482102,11.5967726867567,11.5376510620117,11.5040632291755,11.594969964052,11.5057406306644
"77",10.8772042704965,11.2785903096038,11.4941793238962,11.58083424662,10.9122518660601,11.0476788635972,11.4151501839538,11.0584975734365,11.2175569534302,10.8775895938808,11.0941009594527,10.9521452100556
"78",11.8561586327926,11.7850420778432,11.8026256707539,11.8501954302368,11.8545406487904,11.8996065847977,11.8944876603281,11.9385381015017,11.9326429367065,11.8161567841802,11.9884906881525,11.8166123698001
"79",12.234911851889,12.1045870197446,12.1277455269842,12.2814544236432,12.2797994856209,12.1572799003185,12.1400787658217,12.1437875976062,12.1256370544434,12.2525144381134,12.1445107792555,12.2753531667703
"80",11.4588719670415,11.2633535393523,11.6204997106116,11.4093887622211,11.4960895747496,11.4137879456679,11.6589481655844,11.4736644570909,11.3822231292725,11.4048837079344,11.5228953656483,11.4689658464773
"81",11.866481979316,11.8370818824596,11.8124503912425,11.7554820856434,11.9661058893076,11.9261027846673,11.8523612634188,11.8211210881664,11.9288215637207,11.8998990285021,11.8644980119512,11.9141185872448
"82",11.8498495880058,11.8322828079722,11.7456244251644,11.9497226884213,11.9036042058316,11.8712749138749,11.8459843551683,11.8018048575649,11.9007568359375,11.843229459434,11.8492618019917,11.8757386292727
"83",12.09492937081,12.075972119779,11.8805127588784,12.1322327598014,12.2177002379492,12.2126052073762,12.0742253370657,12.1373618480797,12.3074131011963,12.1757326460541,12.1500796715358,12.1926571681814
"84",11.3561400759576,11.2761043881081,11.4289027106629,11.320654583026,11.3667439936497,11.2323132447215,11.3792434494044,11.3629195615057,11.2763214111328,11.2344567360947,11.4019437469682,11.314788965926
"85",11.7162490020904,11.6212860680442,11.5654576875022,11.5946945464852,11.6601573194454,11.6539613204436,11.6026503399798,11.6221896669591,11.6106243133545,11.5944930610698,11.664512848846,11.6568613413847
"86",11.8296298787554,11.8318741824772,11.7922202837031,11.7913749251984,11.8270952955723,11.755193086611,11.7223877051296,11.714947450418,11.7622318267822,11.7939704593285,11.7351143727331,11.807807826305
"87",11.8173613147454,11.8616270337433,11.7350076157824,11.7881436393399,11.8423624933761,11.7853022741584,11.7899986020095,11.7507807744103,11.73961353302,11.7874063313137,11.7671626239651,11.8194266035558
"88",11.8509927669182,11.9038893857394,11.7428154253833,11.8639784314317,11.8324399621578,11.7676417012884,11.7426347936586,11.8078540402532,11.7543182373047,11.74597746081,11.8181837440453,11.8143944555473
"89",11.7800574692748,11.6990028535296,11.6759832618977,11.6464920858932,11.6807160535634,11.5763376171603,11.6469859315048,11.6144196270902,11.5975933074951,11.6307890876014,11.6067313163456,11.6792342160127
"90",11.851274680347,11.9121736039412,11.8214016800111,11.8624105267167,11.7796827675527,11.8051692437978,11.812671039975,11.7493161672924,11.7818231582642,11.7676453837023,11.7268258725161,11.7876237493278
"91",11.5678777622662,11.6195002385075,11.6698808086259,11.6696229226364,11.515873411624,11.5830572482193,11.6740662071999,11.6137915953468,11.4939756393433,11.4376575728665,11.6357126768968,11.5014946531714
"92",11.8215609359712,11.820489613941,11.825582102148,11.7975622089997,11.8024226014536,11.7928376548147,11.8504000304422,11.7490259094524,11.7891407012939,11.767569618074,11.7291631897902,11.787134844558
"93",11.9006613113621,11.9915044178696,11.8452640655926,11.8697289639971,11.8761693571723,11.9097128500889,11.8523975097702,11.7592170829143,11.8700618743896,11.8489508377976,11.8108693240322,11.8587842353781
"94",11.6454486525965,11.656128152177,11.7076347507942,11.5816387518512,11.6587441157479,11.6562905378155,11.6901240698789,11.6523694235996,11.5680093765259,11.7158612297003,11.675900363397,11.740104878523
"95",12.0672581247795,12.0702291300988,12.0383957352468,12.0132806922996,12.0514782949022,12.0280456328123,12.0163207161589,12.0055734784137,12.0234870910645,12.0243343900199,12.0272122127692,12.0051466075649
"96",11.3421020245715,11.2428097251487,11.5260990932259,11.3273610010062,11.4468995454394,11.3513157623903,11.5266745720765,11.4789002085118,11.4002695083618,11.4167941536208,11.4195043473841,11.4411559536003
"97",11.6865684904255,11.5979229468408,11.5590715422839,11.7119723165016,11.4916578007338,11.5359010808471,11.6828967365803,11.6205234041684,11.601770401001,11.3668080557101,11.593805039563,11.3889024754677
"98",11.5268165265721,11.5034702803465,11.5206622852386,11.4761583908422,11.5387558914378,11.5803476989856,11.530373317789,11.5305326431661,11.5037326812744,11.4728716672141,11.5059609319556,11.5161345182378
"99",11.593275002605,11.535794558148,11.5863462589971,11.6537451552518,10.8445615363191,11.298820358851,11.6270485987317,11.0690427925739,10.9121704101562,10.8762826132165,11.0586752569156,10.8711428236941
"100",11.787422489755,11.8794853735024,11.8396090302399,11.8882124030393,11.8364367268164,11.8128325035443,11.8647168930194,11.8695358719657,11.8368587493896,11.7764443339326,11.8466372356182,11.8029818326109
"101",11.7797214677087,11.534824778272,11.7011143575665,11.5981778590958,11.6978402102699,11.5690876551042,11.8378714335527,11.6680420703967,11.7501487731934,11.5684728666706,11.7490523656956,11.5892509653192
"102",11.7650978960533,11.7500413708361,11.7265390748896,11.6961473534897,11.7923689227778,11.7647487665535,11.7735054681999,11.7212353743435,11.7552738189697,11.7803959857775,11.7608812237926,11.8068021795341
"103",11.7287718981763,11.7796077798826,11.7640594894409,11.6950549386643,11.7315953899257,11.7192191906147,11.7385332299792,11.6580225979498,11.7526140213013,11.6947606084979,11.6586196105297,11.7259137401725
"104",11.9785677343852,12.0197042727359,11.9855313724008,11.9551329977608,11.8869353789799,11.933396010617,12.0120242760423,11.9205294435888,11.9086074829102,11.9263859575358,11.9871786783352,11.9138529965543
"105",11.9259127213656,11.8011232723741,11.9692853892541,11.8446965222384,11.8897705417203,11.854715190685,11.9504468376181,11.9009272559164,11.8718938827515,11.8602625269538,11.8768762914184,11.8758121313844
"106",12.4441624409799,12.4000441376033,12.3802337228017,12.361229996197,12.432497074492,12.5116481305509,12.3029499850476,12.4215024254351,12.464973449707,12.4492947845718,12.4277437327106,12.4439699487732
"107",11.2877617767019,11.3705992359409,11.5446183485281,11.4248259363305,11.2995305156005,11.1966893688106,11.4070471422376,11.2569505574084,11.2643098831177,11.2110607863939,11.2848458142571,11.2835161071032
"108",12.4123373290978,12.3943423711775,12.2399600593857,12.2140803227359,12.4046687260841,12.310536868267,12.2889861221098,12.2208630052968,12.3753814697266,12.4272864908031,12.2515910945156,12.370307954029
"109",11.7240725082683,11.6731546293002,11.8473428722628,11.6734345265821,11.732410747595,11.7712789164668,11.9085436052814,11.7287635436283,11.7473182678223,11.7775223086085,11.7445132194743,11.771949674894
"110",11.8585606773882,11.8620759993781,11.8379717748161,11.744431959136,11.8019453155927,11.8257449210134,11.8429842976399,11.8257631772158,11.7765884399414,11.7906350261976,11.84929850166,11.7815109885799
"111",11.6487752577197,11.6128566330621,11.6639569135351,11.6631682706434,11.7212253300285,11.7603113822677,11.762397190929,11.8222318361979,11.7205781936646,11.5866990541507,11.7827869698843,11.6004226251424
"112",11.9099384251941,11.9205553179199,11.8469355550684,11.8350910693354,11.8915876744635,11.9316063399576,11.8803806154151,11.9115046160195,11.8929023742676,11.8542394038473,11.9183135157712,11.879244708045
"113",12.383623456478,12.4138503382337,12.3577478338095,12.362911578132,12.5877279275227,12.5070716410602,12.4120299289278,12.581609452637,12.4919548034668,12.4831952107519,12.5827067772524,12.6295262616256
"114",11.7345516875645,11.6034094860915,11.785578150783,11.5910191587674,11.6933773496968,11.5975058904669,11.7913156017339,11.666585308471,11.6328897476196,11.6970887227129,11.656118659743,11.7183786777251
"115",12.401956440306,12.3733547014107,12.3158950837792,12.3039088936598,12.3456784798837,12.3214843287784,12.2880618235103,12.3401414327055,12.2599849700928,12.388701518283,12.2973130584432,12.3877674576933
"116",12.4165751337895,12.4034814725431,12.3634942734614,12.4004623756096,12.4170244659499,12.3073108941724,12.3557423552009,12.3699011714803,12.3038702011108,12.4482505062802,12.4063146887082,12.4109052319929
"117",11.8973565531183,12.0573102932732,12.1075612612919,11.8930079583852,12.0874427546345,12.1308701196325,12.1692040702582,12.1866945692681,12.1621255874634,12.0960359473716,12.2014387013148,12.0932638528287
"118",11.9070625906115,11.8606531922668,11.8788102110637,11.9489717662928,11.8073253563603,11.8158623799659,11.8579912152866,11.8418042254467,11.8946342468262,11.8111786400451,11.8558132497436,11.7892840710782
"119",11.9558569604409,11.8445645696747,11.8546090133355,11.9302924964015,11.9324318055264,11.8753181150247,11.8868775355422,11.897899003338,11.9122953414917,11.9150229305718,11.9126042639107,11.94655785749
"120",12.1611781579368,12.1582680610552,12.1420050943017,12.124575349362,12.1278077717638,12.1774724083967,12.13585728821,12.2078772079877,12.1629858016968,12.1470305859258,12.193863090367,12.1391520387934
"121",11.9765895902593,12.0087686200283,12.0024797089373,11.8827233834486,11.9698539006683,11.9219282744273,11.8429444747363,11.9217930056059,11.8326549530029,11.9520222834557,11.9624028283544,11.9644791970972
"122",11.7738765277683,11.7400946638732,11.774812979738,11.7632216321822,11.7574824020373,11.7933880486044,11.7350306646468,11.7399044094858,11.8361530303955,11.7368620007396,11.7300180927856,11.7786235805617
"123",12.5978127782051,12.7501372380988,12.5999175320998,12.6931967763652,12.5551985935918,12.7583672925071,12.6399799537964,12.6541420984101,12.6987991333008,12.6758551908338,12.6590293456499,12.6236492189782
"124",12.2713198350214,12.2816670322854,12.3498457864812,12.3083879542809,12.2632104426701,12.2754979275732,12.347841708508,12.291535876553,12.2453441619873,12.311126051049,12.2814649216325,12.2864959644747
"125",11.8240214750202,11.8555681202087,11.8698856820925,11.9176769711037,11.8311970817976,11.8217151083068,11.8653401203025,11.7710530010175,11.8480024337769,11.8265085740323,11.8237890086827,11.8195090634204
"126",11.1363403909594,11.2030787592616,11.4156105351388,11.1907150253953,11.0761365150808,11.1769039965945,11.3912420566912,11.2475790049894,11.3059005737305,11.1563281282446,11.2414524484243,11.2327141371141
"127",11.6635960750917,11.5995928971534,11.6369844176347,11.5797083640937,11.7089156552243,11.5887863997582,11.6067981855238,11.5244358377747,11.5987224578857,11.5891929921877,11.5698052074799,11.6492065861735
"128",12.0148134245493,11.9803883875911,11.9081683576613,11.9308614557706,11.9913597104817,11.9435436437784,11.8846541697942,11.9805325781156,11.9059829711914,11.9491970581017,11.9223686309573,11.9660388742765
"129",11.5070943088846,11.5136795715444,11.6164915109158,11.449712975234,11.5041820933198,11.4890984648709,11.5659819440678,11.5704926390734,11.4377202987671,11.3853763042621,11.5836152676271,11.4390291166333
"130",11.8047462617209,11.7712182157372,11.7763712026041,11.7413554442093,11.7730354080736,11.8424761634744,11.8053924598415,11.8732257001712,11.8218631744385,11.7822583000301,11.8631367960761,11.8179488841735
"131",11.5001002419296,11.5070561391364,11.5594109866247,11.415937069861,11.4018357957606,11.4492625892875,11.5465487748442,11.4711272306277,11.5608158111572,11.3849840952038,11.4523194409727,11.4140900682865
"132",11.6934243473706,11.6538913856876,11.7029958888141,11.6915150183377,11.6632846642454,11.6586442709513,11.7417616498608,11.6880851870346,11.6290969848633,11.6251626860581,11.6713384072216,11.677246010522
"133",11.7630995282815,11.8211872291547,11.7753356165529,11.8242871151308,11.6577144526622,11.6545148801044,11.6338774594039,11.6799586575729,11.7214403152466,11.5948636257732,11.6816945962429,11.6568147385588
"134",11.8062047639546,11.6743406999513,11.6999139755115,11.8362232672751,11.782205636228,11.7713560333685,11.814946952676,11.8523135345479,11.8480052947998,11.8005088182065,11.843384973944,11.8873986597758
"135",11.7468126961288,11.8448522266127,11.7152337890876,11.8399338120217,11.5314941139782,11.5138252367084,11.714674778293,11.5257672526296,11.5504531860352,11.4757576266432,11.4874591397912,11.5334117098084
"136",12.2881915243324,12.3007186012375,12.2347674729384,12.3023036032927,12.3251225548216,12.343264770066,12.2350865513067,12.3434320574675,12.3061094284058,12.3953903478114,12.3129918071221,12.382083065588
"137",12.2577298373628,12.178378967738,12.0567844562333,12.1658078507226,12.1863264187313,12.1160837569874,12.0499528979434,12.1112479808578,12.1389818191528,12.1781205972681,12.1431800298562,12.1631109237285
"138",12.3752182395623,12.3046809762374,12.1370759058767,12.3308217252735,12.3785698634419,12.3030822240417,12.1540966312576,12.3116829320307,12.2705984115601,12.298781602865,12.30719862114,12.3160225476207
"139",12.0144917703948,11.9584613532104,12.0755816522771,12.056353498864,12.1078179796207,12.0820387808604,12.0385656792932,12.1060997225825,11.9648542404175,12.0435014487162,12.0946435085115,12.0510765699953
"140",11.951138839202,11.9814917671582,12.1011272514556,11.898884538949,12.00214363467,12.0231788716723,12.0395058535337,11.9904832601193,12.0653820037842,11.9576042109959,11.9973164034816,11.9555792605348
"141",10.872034158812,11.0865432581569,11.4313779446053,11.1604738556267,10.997108348046,10.9126770915092,11.2857411566709,11.1173863526564,10.9308233261108,11.1124899013463,11.1013075531699,11.1837712952363
"142",11.5477058453126,11.5571068159045,11.6397174793737,11.6073864755369,11.5761871527312,11.5828240963095,11.6295563277103,11.5252403302859,11.530571937561,11.615758474354,11.5696130210523,11.6401801565868
